,training_time,prediction_time,accuracy,precision,recall,f1,auc,mcc,cm
0,1334000,343600,0.8372093023255814,0.6261261261261262,0.6473684210526316,0.6351515151515151,0.8013157894736842,0.27266835577816706,"[[68, 8], [6, 4]]"
1,1267400,367400,0.813953488372093,0.6205357142857143,0.6776315789473684,0.6375131717597471,0.6921052631578948,0.2926496147143905,"[[65, 11], [5, 5]]"
2,1255600,334200,0.7906976744186046,0.5821428571428571,0.6210526315789473,0.5922023182297155,0.8131578947368421,0.1994352929905476,"[[64, 12], [6, 4]]"
3,1235600,352700,0.8604651162790697,0.6605263157894736,0.6605263157894736,0.6605263157894736,0.7131578947368421,0.32105263157894737,"[[70, 6], [6, 4]]"
4,1261300,300200,0.7558139534883721,0.5604870384917517,0.6013157894736842,0.5645044610561851,0.6223684210526317,0.15656681714484658,"[[61, 15], [6, 4]]"
5,1249600,341100,0.7325581395348837,0.5267085624509034,0.5447368421052632,0.5230286954424885,0.7092105263157894,0.06913339977824394,"[[60, 16], [7, 3]]"
6,1285100,311500,0.7906976744186046,0.5821428571428571,0.6210526315789473,0.5922023182297155,0.7513157894736842,0.1994352929905476,"[[64, 12], [6, 4]]"
7,1540400,450800,0.813953488372093,0.4375,0.4605263157894737,0.44871794871794873,0.781578947368421,-0.0993399267798783,"[[70, 6], [10, 0]]"
8,1159000,306300,0.8488372093023255,0.6580611169652265,0.6973684210526316,0.6737671432740006,0.7197368421052631,0.35324933452303675,"[[68, 8], [5, 5]]"
9,1233700,326700,0.7209302325581395,0.49673202614379086,0.49473684210526314,0.48809523809523814,0.5855263157894737,-0.008294543363223992,"[[60, 16], [8, 2]]"
